result,provider,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,time_eol_unix,base_code,rates__INR,rates__AED,rates__AFN,rates__ALL,rates__AMD,rates__ANG,rates__AOA,rates__ARS,rates__AUD,rates__AWG,rates__AZN,rates__BAM,rates__BBD,rates__BDT,rates__BGN,rates__BHD,rates__BIF,rates__BMD,rates__BND,rates__BOB,rates__BRL,rates__BSD,rates__BTN,rates__BWP,rates__BYN,rates__BZD,rates__CAD,rates__CDF,rates__CHF,rates__CLF,rates__CLP,rates__CNH,rates__CNY,rates__COP,rates__CRC,rates__CUP,rates__CVE,rates__CZK,rates__DJF,rates__DKK,rates__DOP,rates__DZD,rates__EGP,rates__ERN,rates__ETB,rates__EUR,rates__FJD,rates__FKP,rates__FOK,rates__GBP,rates__GEL,rates__GGP,rates__GHS,rates__GIP,rates__GMD,rates__GNF,rates__GTQ,rates__GYD,rates__HKD,rates__HNL,rates__HRK,rates__HTG,rates__HUF,rates__IDR,rates__ILS,rates__IMP,rates__IQD,rates__IRR,rates__ISK,rates__JEP,rates__JMD,rates__JOD,rates__JPY,rates__KES,rates__KGS,rates__KHR,rates__KID,rates__KMF,rates__KRW,rates__KWD,rates__KYD,rates__KZT,rates__LAK,rates__LBP,rates__LKR,rates__LRD,rates__LSL,rates__LYD,rates__MAD,rates__MDL,rates__MGA,rates__MKD,rates__MMK,rates__MNT,rates__MOP,rates__MRU,rates__MUR,rates__MVR,rates__MWK,rates__MXN,rates__MYR,rates__MZN,rates__NAD,rates__NGN,rates__NIO,rates__NOK,rates__NPR,rates__NZD,rates__OMR,rates__PAB,rates__PEN,rates__PGK,rates__PHP,rates__PKR,rates__PLN,rates__PYG,rates__QAR,rates__RON,rates__RSD,rates__RUB,rates__RWF,rates__SAR,rates__SBD,rates__SCR,rates__SDG,rates__SEK,rates__SGD,rates__SHP,rates__SLE,rates__SLL,rates__SOS,rates__SRD,rates__SSP,rates__STN,rates__SYP,rates__SZL,rates__THB,rates__TJS,rates__TMT,rates__TND,rates__TOP,rates__TRY,rates__TTD,rates__TVD,rates__TWD,rates__TZS,rates__UAH,rates__UGX,rates__USD,rates__UYU,rates__UZS,rates__VES,rates__VND,rates__VUV,rates__WST,rates__XAF,rates__XCD,rates__XCG,rates__XDR,rates__XOF,rates__XPF,rates__YER,rates__ZAR,rates__ZMW,rates__ZWG,rates__ZWL
success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1787011351,"Tue, 18 Aug 2026 00:02:31 +0000",1787098861,"Wed, 19 Aug 2026 00:21:01 +0000",0,INR,1,0.038377,0.684121,0.838304,3.823919,0.018705,9.849449,15.556695,0.014694,0.018705,0.017779,0.017653,0.0209,1.282854,0.017653,0.003929,31.174757,0.01045,0.013356,0.12156,0.054477,0.01045,1,0.144156,0.031742,0.0209,0.014502,23.962687,0.008473,0.000242,9.564725,0.070497,0.070649,32.820982,4.696027,0.250797,0.995243,0.218385,1.85716,0.067449,0.611291,1.389109,0.525084,0.156748,1.680272,0.009026,0.02302,0.007716,0.067449,0.007716,0.027318,0.007716,0.115205,0.007716,0.780972,91.819841,0.079749,2.18733,0.082057,0.280203,0.068006,1.36813,3.269575,186.361909,0.030959,0.007716,13.722222,14395.78947,1.282987,0.007716,1.654188,0.007409,1.665966,1.352839,0.914866,42.25,0.014695,4.440461,14.780609,0.003225,0.008708,4.831105,233.197624,935.262774,3.472635,1.897262,0.169274,0.066592,0.097077,0.180632,45.225352,0.557408,21.972413,37.922225,0.084519,0.419958,0.491616,0.161687,18.237942,0.178035,0.042509,0.667138,0.169274,14.229828,0.384563,0.098496,1.6,0.017679,0.004018,0.01045,0.035181,0.046491,0.643135,2.906325,0.038887,62.726665,0.038038,0.047282,1.059261,0.889783,15.433018,0.039187,0.083617,0.147763,4.673945,0.099328,0.013356,0.007716,0.257579,257.578702,5.979516,0.399328,59.099552,0.221135,1.272656,0.169274,0.345479,0.096408,0.036606,0.030542,0.024924,0.50107,0.070771,0.014695,0.332467,27.743731,0.467593,38.825705,0.01045,0.418819,123.809947,8.081032,273.083411,1.235788,0.028239,5.920615,0.028215,0.018705,0.00763,5.920615,1.077081,2.480116,0.169371,0.197178,0.278991,0.278991
